x0,x1
0.1555789188856767,-0.06100242733946403
0.8009245147634756,-0.6730151162312392
-0.1609626225255384,0.1848920831390042
-0.25541658703882103,-0.10254971614200019
-0.28791119440321683,0.10697810656892778
-0.15475574090386995,0.9525548482077564
-0.146612911698508,-0.2680774434416057
0.1086558222837649,-0.9914968193233762
-0.18651814832048122,-0.21913650171818227
0.39008509880152537,0.04839973947355285
0.17050425702712707,0.3011157713724096
-0.46383065131376544,-0.8145208483249662
0.24732132363679543,0.028250772486266604
0.24238236972247276,-0.0036241130367473673
0.01774785502007679,-0.18449535891277158
-0.31485620862471597,-0.9245427886559273
-0.5410800401853892,0.925891810001666
0.06101066540116388,-0.4024877875423892
-0.8493268266319782,-0.42142813597209594
-0.13111486861945615,0.9899825568590518
0.21255807803507915,-0.35907872887198883
-0.19819853174422086,0.2670741022976173
-0.5457348300703403,0.806708061228494
-0.08724670861202478,-0.9632139431609892
-0.30586957025858474,0.03350050595044765
0.9972434149485397,0.08793106321935396
0.3000457680096992,-0.24235781563313202
0.8062131319058444,0.60174644902471
-0.3069595826796022,0.06599397413982092
-0.9456152094930224,0.4904759930198591
0.24031931692857963,-0.09759403331185404
-0.1541271866513086,0.9442153281817082
0.8342316254138668,-0.506467595717319
0.29621590719545776,0.18899715309381762
0.1339999911075537,0.2800797963274442
-0.2486187421401381,-0.08882555885570692
-1.0409938949325148,-0.02791592730548887
-0.9589210222656912,0.20644186620334393
0.3115172508297281,0.2294608424047973
-0.6696083094696544,-0.8245172325259795
-0.8285037206859202,-0.5810724985516076
-0.9131181872417268,-0.48361641454352683
0.9138182147975203,0.28092178650816496
0.6428321431832775,0.6915723879085139
0.6884520957774519,-0.77250047433176
-0.30447288542225426,0.03177919010873592
-0.8691089527946002,0.48274209016328956
0.2920063577758032,-0.027572815308154076
-0.8206243952597788,-0.6466544543040373
-0.708822530072251,-0.7341382196891867
0.22924295890863478,0.19344505427276948
0.057594734106270196,-0.2169294078462623
0.2223569014393475,-1.0087978138375318
0.16005697711096525,0.26587466515335995
0.16817444736719522,0.12583060034332444
-0.8155941702045398,0.564065725553214
-1.0034844400158067,-0.15812153700901665
-0.34315674109561034,-0.10828546800639202
0.10515128838269362,-0.3359884664923074
-0.33556834372448385,-0.08487316080292875
-0.7376709940518351,-0.5138760545679322
0.2788505481140152,0.0003340515332987126
-0.11357631271116861,0.29436182070585015
-0.3973589993770908,0.9694458875828081
0.10265761069818466,-0.26050670819073707
-0.014184013491277545,-0.2595877263411332
0.2632391308343194,0.06538507726472378
0.9750021698102088,0.2836465933512604
-0.17292067704875796,-0.9614701671468576
0.03299228639918583,0.32285786861789395
0.022345424367488664,0.3696536896547151
-0.5898879816077846,-0.7514625135330547
-0.3276034793710776,-0.021729314104753067
-0.011983421614417272,-1.046599127616106
-0.24723031623181427,-0.24699829349770303
-0.11066809300330327,-1.0651457882300792
0.2724054207622062,0.9520930066552163
-0.25206734296795646,-0.19288030016295343
-0.3227350955211562,0.08047996872494778
0.5619252675661381,0.7038726537417761
-0.17319695243392144,0.12743859643976385
-0.06006947184526454,-0.3432652015372563
0.15324578591067975,-0.13969692703404252
-0.3966543840819975,0.916327683824556
0.3189327059349461,0.16388698452634984
0.7712320753965094,0.5268425735677126
0.05304403914515914,1.0271086689959361
-0.8186583319909397,0.546298104438168
