feat1,feat2,label
-1.3766606616752608,1.1302464472520497,0.0
1.163242431070756,-0.8908825968256313,1.0
-0.22417663215898617,-0.8383780866166128,1.0
-0.004256430268676466,-1.2094608141653544,1.0
-0.3315323686913074,-0.6410311925507685,1.0
0.7841964114443956,-1.2483283768979272,1.0
-1.0191577957932179,1.7153364003314941,0.0
-0.46585717006680144,1.6833683392890277,0.0
-0.76748958801153,-0.14167011203534277,1.0
-1.4893483219152506,0.5716270543136822,0.0
0.5451331216739167,-1.544880281059094,1.0
0.5067180391705811,-1.5102034903625978,1.0
0.9891720015225487,-1.2121981375138455,1.0
-0.19520789890223064,-0.395655363605421,1.0
-0.3354879857378147,1.3643093412424037,0.0
1.5476088296076742,-0.5691416981898049,1.0
-1.1404535830092402,1.4252531573279805,0.0
-0.3079056280910538,-0.9993104197369124,1.0
-1.5529058905890563,0.2974494063897951,0.0
0.36820583958433845,-1.3794924364501535,1.0
0.1695175638715395,0.7284192027738996,0.0
1.4483137342740033,-0.5844614797139958,1.0
1.638958291208121,-0.05448605565779773,1.0
-1.5655756647208234,0.568469934081265,0.0
-1.0768225056009977,1.420040070144764,0.0
-0.17824075242832005,1.3530640904596272,0.0
1.8389784055825984,0.2584955143575324,1.0
-0.20447909341297144,1.1689364567966893,0.0
-0.8555254409665359,1.447473020260669,0.0
0.2672818305119402,0.7395529702918822,0.0
1.5965915990337423,0.17062766159474319,1.0
-1.8348470530773395,0.5223414821281235,0.0
1.1778317480727698,-0.81151599343999,1.0
-1.4986413497835818,1.2414996648241268,0.0
-0.91818429136604,1.3499778635379813,0.0
-1.4157931093846186,0.8447340298048889,0.0
-1.0035367740232852,1.4678859453311122,0.0
0.40318644114586966,-0.2012864946560695,0.0
-1.6268291275727467,0.42594753161291926,0.0
1.3379864596507502,-0.9388211753616187,1.0
0.4399752078973111,0.5913452751210776,0.0
0.19117393964375315,0.8427599582064811,0.0
-0.5576724792775112,0.03340234510452158,1.0
-0.5654315853397687,0.07656931398005669,1.0
-0.3907022325334382,0.03901494769064354,1.0
0.9350435642365205,-1.6306819365432166,1.0
-1.0868668945417614,0.9733608381043652,0.0
1.1887469847528975,-0.9801790591256083,1.0
1.6676931496214669,-0.21633459674599995,1.0
1.5244378402339926,-0.31915402221047695,1.0
1.667563997544778,-0.968122560402861,1.0
0.3461717402059242,-1.0456754401935104,1.0
-0.7628680363624762,1.2726343148295045,0.0
0.31948990889065215,0.507120418044154,0.0
-1.3352670138225422,1.0035524997555247,0.0
-1.392552834752846,0.7192473630361274,0.0
-1.063448247006412,1.2263635546011293,0.0
-1.711010282046917,0.28872734629981167,0.0
1.248797545674905,-1.1021308648266934,1.0
-0.4273249746968212,0.16563418026388618,1.0
0.0738525226103371,1.3062715540301912,0.0
0.5264019215939193,0.8092492094849764,0.0
-0.39283005287401657,0.10630371187964234,1.0
-0.07507126108001556,-0.9234794712598915,1.0
0.42103093296534816,-1.4189970124161766,1.0
-1.726773541207283,0.1587860793652446,0.0
-0.12541634392567252,-1.3082944027003924,1.0
-0.6788998477302622,1.3266997750931036,0.0
-1.250260346430187,0.8407023791515789,0.0
0.44020828097833076,-1.2483508473131948,1.0
1.3781547550221402,-0.26579950572238853,1.0
0.9630407929267958,-1.5014522194966609,1.0
1.463940691455486,-0.3365326515366151,1.0
1.8461755869324465,-0.17171770033152536,1.0
0.24391816019001383,-1.6848341007528997,1.0
-0.3993276259920485,0.6545713558280826,1.0
0.0741797363370896,-1.2217883072607845,1.0
-0.4735877779623152,-0.3381848856956518,1.0
0.4582328011791808,-1.3675683320731402,1.0
-1.4086648802188908,0.7309009082090108,0.0
0.11660546249140159,1.1362446378463142,0.0
-1.1079641478479376,1.2945647101283724,0.0
0.3753983732572791,0.0653739134110172,0.0
0.4469271911246491,0.285045554827451,0.0
-0.6866434459901362,-0.07342286803780114,1.0
-0.10892425737026444,-0.5786067200584697,1.0
-1.5904965190124007,0.3066844215449054,0.0
0.6066903249504821,-0.22063491852346023,0.0
0.5577526829541042,-0.19518349452136644,0.0
0.14414424767852493,0.9909138474586119,0.0
-0.12376734283060878,1.072642921944682,0.0
-1.6460528952739502,-0.27154719860274645,0.0
0.21767675890877008,1.042944179955139,0.0
1.6179677832945114,0.33813488227928323,1.0
1.3310618559254586,-1.1375748746676888,1.0
-0.7227437570282732,1.5101934245798851,0.0
-0.07203016016467159,-1.5076802914685163,1.0
0.5678349002394565,-1.1387137031795231,1.0
-1.6844954829275016,-0.051233596227775624,0.0
0.6022308353172553,-0.05718609802000378,0.0
1.0923381707755773,-0.9234156960402864,1.0
0.3474886614072458,0.3025353680403245,0.0
-1.8638212317519118,-0.12968085436171026,0.0
0.6183446701035076,-0.2598134800453931,0.0
-1.2281101562288927,1.2248543657376956,0.0
1.8019750316516354,0.3756779040388282,1.0
1.5782268521955207,-0.7302216321553883,1.0
0.10276392817822538,-1.5150417970180317,1.0
-1.1359409158792921,1.2752626545285335,0.0
-0.29644070761471103,-0.505056622809093,1.0
-0.7528088837790367,1.6237864945966942,0.0
-0.46112910396294565,1.394391398767202,0.0
0.5365841250970355,-1.476057880368711,1.0
1.831492050364695,0.285469618294789,1.0
-0.48745203466315534,1.5399487399309653,0.0
-1.5224264270696355,0.34160602357604825,0.0
-1.2393869400647761,1.084238351793287,0.0
-0.5294597987089006,-0.0372457805459428,1.0
0.8733637518248488,-0.84335726394841,1.0
-0.6291652045667591,-0.27779056516193634,1.0
-0.6472562018497995,-0.009587858123058327,1.0
-0.2842566102610294,-0.5428974015417082,1.0
1.2782246863399183,-1.236492730937884,1.0
-0.6001524325109573,-0.6936890145274808,1.0
-1.7083063060297083,0.42151275279167155,0.0
-0.19182476417763697,-1.08061417171488,1.0
