foo,bar
2.8626922529712053,3.9583867035514837
4.1855077387902035,5.348608833296412
4.0706129972195315,4.468184660532861
0.9540017634932024,0.651391251305798
0.1818662550584952,0.2482205863003361
1.083051243175277,1.053802052034903
0.6337768809320985,0.41379909745149823
1.1677820616598074,0.2544208433012131
1.9806539245231576,0.6678444018894312
0.4129314542756243,-0.5637245528039747
4.055512646342248,2.5813134885139046
3.3687430329076955,3.5768518829587683
2.803228181570425,4.0820265670847276
-0.12094814860778155,0.41953244390702776
-0.4694743859349521,0.5425600435859647
-0.6435182303801429,0.9278401280812372
-0.8895144296255233,-0.8158102849654383
4.892465300064329,3.249953485401047
0.9704399223056972,3.203392540930201
-0.6800247215784908,0.23225369716100355
-0.17018462252492844,-0.4532280493272752
0.19905969557347009,-0.6002168771587947
-1.3985675738191412,0.5629692366905709
1.3842728185105182,0.5639091200523596
0.6078965097165392,0.1866091231563581
-0.16711808031685435,0.14671368643332286
4.6243533598705024,3.16592276902006
-0.5765104007267194,-2.59104229214491
0.08840688629184736,1.4775300810552618
-1.556581898659751,-0.4281151609659125
0.3227185603380895,-0.827230943552323
0.032004149065766624,-0.7534178703461835
3.3656912585294516,4.310808273159783
3.0788808084552377,1.1195749114345768
2.622017413243439,2.6731196459601403
-1.4218106667418438,1.5013336519554867
0.6256673477650062,-0.8571575564162826
-0.4749453111609562,-0.6533292325737119
3.7096594152746256,3.0083638143679527
3.4328217099506446,2.784240010889248
3.7300707591914017,3.997743089091393
0.8711247034316923,-0.32602353216784113
3.478632705651564,2.7527883208521766
2.661414201552769,2.6133190777165427
1.465648768921554,-0.2257763004865357
1.677700814076441,-0.5535882417079946
-0.661786464768388,0.8524333347962241
0.29612027706457605,0.2610552721798893
1.6248275303542554,3.615026079147418
4.517661466843503,3.7714953108256477
2.5922438198530795,5.019283923641769
4.469457200526739,3.9271943618716847
-0.4876062240724936,-0.4325581878196209
3.3099609649985053,3.1425545771895727
3.5242194566727583,4.912220555415429
0.7223813578277714,-0.37283315209176704
2.596298139269872,3.8243592817216014
2.5726468658094257,3.738368982734785
0.2891686439078181,2.4553001399108942
0.2337859117907477,-1.5558956462036273
0.0917607765355023,-1.9875689146008928
0.5228354880354996,-0.573700003938579
5.52360621922964,3.506799844559998
3.4805803941122675,3.1968202171657247
3.3241455955679284,5.161470165728018
-1.6064463202575725,0.2034636358672231
0.8339221545489041,0.4591800792284367
0.5655096456315442,-1.7607627591558177
3.0838055951147463,2.369930660959642
1.9647251329163893,0.03526355197172861
3.3244360545007847,4.168654804757907
4.7308745131547365,5.1850142787085085
5.599721789166516,3.2529742992540034
0.6453759495851475,1.3686315575323489
-0.6734906242438685,0.278994162223802
1.4129729813979313,2.9153822693428006
-1.0676204293825944,-0.1423794850212935
0.8303358165442456,-0.8560838259088672
2.1489256337919787,2.17754204325643
4.746891715534718,3.437995990633968
1.8605158374745656,3.1075288939391266
-0.5227230205190395,1.0490092258368893
0.8951932200277323,0.6351718016819695
-0.03468488738678118,0.23421473253652075
5.476440584515486,1.9357583882889489
-0.2525681513931603,-1.2477831819648495
4.283390509282596,3.2484611139555044
-0.17294605992342302,1.7117084801423434
1.061182841723571,3.3657208378136962
-1.4153707420504142,-0.42064532276535904
2.8931348221428252,3.957686586053552
4.5519476177229174,2.501939372685587
4.290371896051711,3.8400512945688905
3.999685110302933,3.9720022709192735
1.6449677135012837,-0.2490360395563783
2.8921247393241822,2.960877296851021
-0.5305011476105275,-0.57581824064468
2.9416982460539693,2.3998457670283053
-0.6056155397368641,1.826009713546936
2.951731205074924,4.333333911780307
4.052299937679523,4.1256309336460015
-0.5286166817497568,0.5863640187550933
2.7162343344136035,2.8094589476837406
3.0632357627617823,1.893422899261321
3.8498000245679074,2.495945403157989
-0.9815086510479508,0.4621034742632708
0.1920491164900316,-0.3091164642025014
-1.3044695005048532,0.6696725488300385
4.453125045376087,4.013085420097293
2.2495922660302825,4.104515326355367
0.22213377163371284,-0.4787486216634773
3.3398672044333595,4.1713400764504645
3.792192728326373,3.3126709815936253
-0.5923939242388692,-0.8639907696798159
0.3801978510059632,0.6105857452838231
-0.02730453950993186,-0.9332679590731959
0.8995998754332507,0.3072995208766093
0.30263546523903323,-0.7542758500193579
3.986036289417637,1.9526960110616345
3.8904648499288896,3.396778247067504
-1.5566291735239035,0.6060099513456396
-1.004140766752068,-0.7677975651041284
0.7569886166453519,-0.9221653241776254
0.07863519031609059,-1.998200684532108
0.07580455819372632,-0.6771617115121117
0.12029563171189885,0.5144388340587489
-0.4461834332147797,-1.8895407309455312
3.0865348388767235,3.760280506582886
2.8882309090947147,3.462963202951588
4.051476275239523,3.8405892164004967
1.502357052096028,0.07409478041977519
0.0184183791895517,1.6764373122752827
2.964036554885952,4.308057798281145
2.4090335697848007,3.089185712045415
0.5500520990245519,-0.9683444548636352
2.5435636231819907,3.972406277880377
1.9018756481162524,3.962172666081944
2.3209602088401966,4.687679388461564
-0.2595913513636048,-1.5031429531181062
0.2575503907227644,-0.07444591576616721
0.22468472575188592,0.93259083187309
0.2438007137711989,-0.5640786307367284
4.717959152305558,2.9868036354866034
-0.039555153856655034,0.6815006973726244
4.034817336345911,4.728980502489061
2.757515767461616,3.0146941646321315
-0.0952955323869521,0.27902152577033923
3.6972922656312064,3.8113086734428845
0.3241663524884421,-0.1301430543676846
4.6941094030473725,2.5188344688603186
1.7214124159934832,3.819651825918977
3.6232048067844858,4.0514853760404685
-0.5589218472715883,0.3772118750645209
0.6141667000434252,0.7575077100473051
3.302661579692673,3.3487267163464884
2.3105881071326717,5.142672953255962
0.82206015999449,1.8967929826539485
-1.4785862457798415,1.1437540432069289
0.1605739810498646,0.003046020153414469
3.2941405691196595,2.7534216534597613
