feat1,feat2,label
0.8896301628470197,0.9258051057928997,0.0
-0.49374280761608064,-0.5594361237427837,1.0
0.6179611576654935,0.8376384418727425,0.0
0.051400874544454585,1.1433636220581358,0.0
-1.2366361092775184,-1.0410207208150821,1.0
-0.16972697381886961,0.1714140923642818,1.0
0.9354342739041124,1.28613060932702,0.0
-1.1522974890051636,-0.4332011246355096,1.0
-0.8050892948614591,-0.2939229908388528,1.0
-0.5394276070821734,-0.9925999477786536,1.0
0.6636103402594797,1.1225679166800138,0.0
-0.7246515580425744,-1.222789613412449,1.0
0.8227868491373258,1.925072816200723,0.0
-0.8427405302296319,-1.7595224731575394,1.0
1.1268657754025024,0.9710527051098727,0.0
-0.8412459897259101,-1.2941275330191735,1.0
1.1407336474071215,0.5016004027297509,0.0
-0.7881792551741253,-0.6797680083741603,1.0
-0.6277424903457355,-0.01667001159427101,1.0
-0.693350632839389,-1.1948629305369325,1.0
-0.46717865757618143,-0.7831293480331615,1.0
0.6069399718184925,1.176980790153396,0.0
1.0025116646582612,0.8384147871908796,0.0
-0.6291075661648927,-0.3330394137217704,1.0
0.8515307269756719,1.066931684069741,0.0
-1.4720676269252446,-0.4429411612050601,1.0
0.6750031303178031,0.8324556774630119,0.0
-1.4106420359410883,-0.7433566375203721,1.0
-0.9016063755370515,-1.1897910169262285,1.0
0.3695609167795859,0.755154699386609,0.0
-0.6962723144873143,-1.1385605710065239,1.0
-1.4944297430544484,-0.7505807803748422,1.0
1.207152157582924,0.05972838198785923,0.0
-1.0446936347549687,-1.5319111159522163,1.0
0.5551186543304718,1.0119886656259798,0.0
-0.4512032453530137,-0.5479904314060637,1.0
0.19032816943842845,0.1644425243239663,0.0
-0.5084108776917181,-0.48337490424359575,1.0
0.44653094376379904,1.8163505957645263,0.0
-0.8488480607489218,-0.24149196757057576,1.0
0.4893375859467156,1.4311712526164668,0.0
1.6845833611319678,1.22682318458232,0.0
-0.904633570936039,0.3555219757382633,1.0
1.2657783251169632,1.6356598477214799,0.0
1.0024405401493222,0.39400394294103946,0.0
-1.7114272396628354,-1.2379705019610319,1.0
1.2554050852760323,0.7043454615335969,0.0
0.9641364587770053,0.9512021174874127,0.0
-1.2741531069614387,-0.5900902849391243,1.0
1.3422038550094708,0.957173441042632,0.0
0.9672527074490389,0.6968784515194715,0.0
0.8736685629030834,1.132411779405468,0.0
-0.9354574316885674,-0.5031228898679564,1.0
1.1108022277843632,0.8502681639330194,0.0
0.8622280909904312,1.14558342823986,0.0
0.5222871460993146,0.17550721685947646,0.0
1.1861128132314571,1.5765716492320434,0.0
1.5756078654615582,-0.4890321221921717,0.0
0.7244665455339354,1.671375507237321,0.0
0.08217447127621566,-0.13598025358126442,1.0
0.20643987736693056,1.5942865697311293,0.0
0.18227957963196245,0.8861457876802774,0.0
-1.0090342252734457,-0.6810954118292581,1.0
0.7729038814904099,1.8617867434299342,0.0
0.5272236115494495,0.8414389959186499,0.0
